"Id","Material","Title","Genre","Department","Subject","Language","Publisher","Author","Year","Isbn Code"
"3024","Books","गणित इयत्ता 10 भाग 2","Maharashtra State Board School Books","Class X","Mathematics","Marathi","Free Books","Maharashtra Textbook Bureau","2021","MSBEBB0133"
"3023","Books","गणित इयत्ता 10 भाग 1","Maharashtra State Board School Books","Class X","Mathematics","Marathi","Free Books","Maharashtra Textbook Bureau","2021","MSBEBB0132"
"3022","Books","गणित इयत्ता 9 भाग 2","Maharashtra State Board School Books","Class IX","Mathematics","Marathi","Free Books","Maharashtra Textbook Bureau","2021","MSBEBB0131"
"3021","Books","गणित इयत्ता 9 भाग 1","Maharashtra State Board School Books","Class IX","Mathematics","Marathi","Free Books","Maharashtra Textbook Bureau","2021","MSBEBB0130"
"3020","Books","गणित इयत्ता 8","Maharashtra State Board School Books","Class VIII","Mathematics","Marathi","Free Books","Maharashtra Textbook Bureau","2021","MSBEBB0129"
"3019","Books","गणित इयत्ता 7","Maharashtra State Board School Books","Class VII","Mathematics","Marathi","Free Books","Maharashtra Textbook Bureau","2021","MSBEBB0128"
"3018","Books","गणित इयत्ता 6","Maharashtra State Board School Books","Class VI","Mathematics","Marathi","Free Books","Maharashtra Textbook Bureau","2021","MSBEBB0127"
"3017","Books","गणित इयत्ता 5","Maharashtra State Board School Books","Class V","Mathematics","Marathi","Free Books","Maharashtra Textbook Bureau","2021","MSBEBB0126"
"3016","Books","गणित इयत्ता 4","Maharashtra State Board School Books","Class IV","Mathematics","Marathi","Free Books","Maharashtra Textbook Bureau","2021","MSBEBB0125"
"3015","Books","गणित इयत्ता 3","Maharashtra State Board School Books","Class III","Mathematics","Marathi","Free Books","Maharashtra Textbook Bureau","2021","MSBEBB0124"
"3014","Books","गणित इयत्ता 2","Maharashtra State Board School Books","Class II","Mathematics","Marathi","Free Books","Maharashtra Textbook Bureau","2021","MSBEBB0123"
"3013","Books","गणित इयत्ता 1","Maharashtra State Board School Books","Class I","Mathematics","Marathi","Free Books","Maharashtra Textbook Bureau","2021","MSBEBB0122"
"3012","Books","हिंदी सुगम भारती काशा 6","Maharashtra State Board School Books","Class VI","Hindi","Hindi","Free Books","Maharashtra Textbook Bureau","2021","MSBBBB216"
"3011","Books","हिंदी सुलभ भारती 7","Maharashtra State Board School Books","Class VII","Hindi","Hindi","Free Books","Maharashtra Textbook Bureau","2021","MSBBBB214"
"3010","Books","हिंदी सुलभ भारती  8","Maharashtra State Board School Books","Class VIII","Hindi","Hindi","Free Books","Maharashtra Textbook Bureau","2021","MSBBBB213"
"3009","Books","हिंदी लोकभारती 9","Maharashtra State Board School Books","Class IX","Hindi","Hindi","Free Books","Maharashtra Textbook Bureau","2021","MSBBBB212"
"3008","Books","हिंदी लोकभारती 10","Maharashtra State Board School Books","Class X","Hindi","Hindi","Free Books","Maharashtra Textbook Bureau","2021","MSBBBB211"
"3007","Books","Introduction to Industrial Engineering","Engineering and Technology","Industrial & Production Engineering","Applied Industrial Engg & Production Management","English","Global Open Text-Books","Bonnie Boardman","2020","9781648169823"
"3006","Books","Environmental Toxicology","Sciences, Agriculture & Veterinary, Nutrition & Dietetics","Earth Sciences","Environmental Science","English","Global Open Text-Books","Kees van Gestel, Vrije Universiteit, Amsterdam","2020","OPENTEXT086"
"3005","Books","Computer Networks: A Systems Approach","Computer Science & Engineering/Information Technology","Computer Networking and Networks","Computer Networks","English","Global Open Text-Books","Larry Peterson, Princeton University  Bruce Davie, VMWare","2019","OPENTEXT085"
"3004","Books","Theories of Social Change: A Critical Appraisal","Humanities & Social Science","Social Work & Social Welfare","Sociology of Social Work","English","Free Books","Raymond Boudon","1986","9780520057593"
"3003","Books","Social Work Theories In Action","Humanities & Social Science","Social Work & Social Welfare","Sociology of Social Work","English","Free Books","Jim Ife, Mary Nash, Robyn Munford, Kieran O'Donoghue","2005","9781846421006"
"3002","Books","Environmental Studies Class V Part II","Maharashtra State Board School Books","Class V","EVS","English","Free Books","Maharashtra Textbook Bureau","2021","MSBBBB078"
"3001","Books","Environmental Studies Class V Part I","Maharashtra State Board School Books","Class V","EVS","English","Free Books","Maharashtra Textbook Bureau","2021","MSBBBB077"
"3000","Books","Environmental Studies Part 2(Shivchatrapati) Standard IV","Maharashtra State Board School Books","Class IV","EVS","English","Free Books","Maharashtra Textbook Bureau","2021","MSBBBB076"
"2999","Books","Environmental Studies Class IV","Maharashtra State Board School Books","Class IV","EVS","English","Free Books","Maharashtra Textbook Bureau","2021","MSBBBB075"
"2998","Books","Play, Do, Learn Class 3","Maharashtra State Board School Books","Class III","English","English","Free Books","Maharashtra Textbook Bureau","2021","MSBBBB073"
"2997","Books","Play, Do, Learn Class 2","Maharashtra State Board School Books","Class II","English","English","Free Books","Maharashtra Textbook Bureau","2021","MSBBBB072"
"2996","Books","Play, Do, Learn Class I","Maharashtra State Board School Books","Class I","English","English","Free Books","Maharashtra Textbook Bureau","2021","MSBBBB071"
"2995","Books","खेलू करू सीखु इयाट्टा 3","Maharashtra State Board School Books","Class III","Marathi","English","Free Books","Maharashtra Textbook Bureau","2021","MSBBBB022"
"2994","Books","खेलू करू सीखु इयाट्टा 2","Maharashtra State Board School Books","Class II","Marathi","Marathi","Free Books","Maharashtra Textbook Bureau","2021","MSBBBB020"
"2993","Books","खेलू करू सीखु इयाट्टा १","Maharashtra State Board School Books","Class I","English","Marathi","Free Books","Maharashtra Textbook Bureau","2021","MSBBBB020"
"2992","Books","Geography Class X","Maharashtra State Board School Books","Class X","Geography","English","Free Books","Maharashtra Bureau of Textbook","2021","MSBBBTB254"
"2991","Books","Geography Class IX","Maharashtra State Board School Books","Class IX","Geography","English","Free Books","Maharashtra Bureau of Textbook","2021","MSBBBTB265"
"2990","Books","Geography Class VIII","Maharashtra State Board School Books","Class VIII","Geography","English","Free Books","Maharashtra Bureau of Textbook","2021","MSBBBTB253"
"2989","Books","Geography Class VII","Maharashtra State Board School Books","Class VII","Geography","English","Free Books","Maharashtra Bureau of Textbook","2021","MSBBBTB252"
"2988","Books","Geography Class VI","Maharashtra State Board School Books","Class VI","Geography","English","Free Books","Maharashtra Bureau of Textbook","2021","MSBBBTB285"
"2987","Books","भूगोल इयत्ता 10","Maharashtra State Board School Books","Class X","Geography","Marathi","Free Books","Maharashtra Bureau of Textbook","2021","MSBBBTB160"
"2986","Books","भूगोल इयत्ता 9","Maharashtra State Board School Books","Class IX","Geography","Marathi","Free Books","Maharashtra Bureau of Textbook","2021","MSBBBTB158"
"2985","Books","भूगोल इयत्ता 8","Maharashtra State Board School Books","Class VIII","Marathi","Marathi","Free Books","Maharashtra Bureau of Textbook","2021","MSBBBTB157"
"2984","Books","भूगोल इयत्ता 7","Maharashtra State Board School Books","Class VII","Geography","Marathi","Free Books","Maharashtra Bureau of Textbook","2021","MSBBBTB165"
"2983","Books","भूगोल इयत्ता 6","Maharashtra State Board School Books","Class VI","Geography","Marathi","Free Books","Maharashtra Bureau of Textbook","2021","MSBBBTB151"
"2982","Books","Animal Science and Technology Class XI","Maharashtra State Board School Books","Class XI","Animal Science","English","Free Books","Maharashtra Bureau of Textbook","2021","MSBBBTB134"
"2981","Books","Agricultural Science and Technology Class XI","Maharashtra State Board School Books","Class XI","Agriculture Science","English","Free Books","Maharashtra Bureau of Textbook","2021","MSBBBTB312"
"2980","Books","Information Technology Class XII","Maharashtra State Board School Books","Class XII","Information Technology","English","Free Books","Maharashtra Bureau of Textbook","2021","MSBBBTB229"
"2979","Books","Biology Class XII","Maharashtra State Board School Books","Class XII","Biology","English","Free Books","Maharashtra Bureau of Textbook","2021","MSBZSMT029"
"2978","Books","Physics Class XII","Maharashtra State Board School Books","Class XII","Physics","English","Free Books","Maharashtra Bureau of Textbook","2021","MSBBBTB227"
"2977","Books","Chemistry Class XII","Maharashtra State Board School Books","Class XII","Chemistry","English","Free Books","Maharashtra Bureau of Textbook","2021","MSBBBTB226"
"2976","Books","Biology Class XI","Maharashtra State Board School Books","Class XI","Biology","English","Free Books","Maharashtra Bureau of Textbook","2021","MSBBBTB122"
"2975","Books","Chemistry Class XI","Maharashtra State Board School Books","Class XI","Chemistry","English","Free Books","Maharashtra Bureau of Textbook","2021","MSBBBTB121"
"2974","Books","Physics Class XI","Maharashtra State Board School Books","Class XI","Physics","English","Free Books","Maharashtra Bureau of Textbook","2021","MSBBBTB116"
"2972","Books","विज्ञान आणि तंत्रज्ञान  इयत्ता 9","Maharashtra State Board School Books","Class IX","Science","Marathi","Free Books","Maharashtra Bureau of Textbook","2021","MSBBBTB116"
"2971","Books","विज्ञान आणि तंत्रज्ञान भाग 2 इयत्ता 10","Maharashtra State Board School Books","Class X","Science","Marathi","Free Books","Maharashtra Bureau of Textbook","2021","MSBBBTB115"
"2970","Books","विज्ञान आणि तंत्रज्ञान भाग 1 इयत्ता 10","Maharashtra State Board School Books","Class X","Science","Marathi","Free Books","Maharashtra Bureau of Textbook","2021","MSBBBTB114"
"2969","Books","सामाण्य विज्ञान इयत्ता 8","Maharashtra State Board School Books","Class VIII","Science","Marathi","Free Books","Maharashtra Bureau of Textbook","2021","MSBBBTB113"
"2968","Books","सामाण्य विज्ञान इयत्ता 7","Maharashtra State Board School Books","Class VII","Science","Marathi","Free Books","Maharashtra Bureau of Textbook","2021","MSBBBTB112"
"2967","Books","सामाण्य विज्ञान इयत्ता 6","Maharashtra State Board School Books","Class VI","Science","Marathi","Free Books","Maharashtra Bureau of Textbook","2021","MSBBBTB1111"
"2966","Books","Science and Technology Part Two Class X","Maharashtra State Board School Books","Class X","Science","English","Free Books","Maharashtra Bureau of Textbook","2021","MSBBBTB106"
"2965","Books","Science and Technology Part One Class X","Maharashtra State Board School Books","Class X","Science","English","Free Books","Maharashtra Bureau of Textbook","2021","MSBBBTB105"
"2964","Books","Science and Technology Class IX","Maharashtra State Board School Books","Class IX","Science","English","Free Books","Maharashtra Bureau of Textbook","2021","MSBBBTB104"
"2963","Books","General Science Class 8","Maharashtra State Board School Books","Class VIII","Science","English","Free Books","Maharashtra Bureau of Textbook","2021","MSBBBTB103"
"2962","Books","General Science Class 7","Maharashtra State Board School Books","Class VII","Science","English","Free Books","Maharashtra Bureau of Textbook","2021","MSBZSMT102"
"2961","Books","General Science Class 6","Maharashtra State Board School Books","Class VI","Science","English","Free Books","Maharashtra Bureau of Textbook","2021","MSBZSMT101"
"2960","Books","Corporate Governance","Student Engagement/Enrichment & Life Skills","Social Inclusiveness & Sustainability","Corporate Governance and social responsibility","English","Global Open Text-Books","William Frey  Jose a Cruz-Cruz","2014","OPENTEXT084"
"2959","Books","इतिहास वा राज्यशास्त्र इयत्ता दहवी","Maharashtra State Board School Books","Class X","History and Political Science","Marathi","Free Books","Maharashtra Bureau of Textbook","2021","MSBZSMT098"
